Question_ID,Vendor,Source Website,Question URL,Source URL,Question,Official Answer,Official Answer Summary,Official Documentation URL(s),Knowledge Asset Category,Technology Domain,Cloud Platform,Presales Category,Business Capability,Question Intent,Question Type,Question Complexity,Question Length,Number of Technologies Mentioned,Document Type,Publication Date,Tags,Accepted Answer Available?,Accepted Answer URL,Answer Confidence,Estimated RFP Relevance (1-5),Public Knowledge Only?,Enterprise Knowledge Required,Notes,Repository_Label,Predicted Repository
EPK-0261,AWS,aws.amazon.com,https://aws.amazon.com/s3/faqs/,https://aws.amazon.com/s3/faqs/,Does S3 Access Grants work with KMS?,"Yes. To utilize S3 Access Grants for objects encrypted with KMS, bucket owners include the necessary KMS permissions in the IAM role that they grant to S3 Access Grants as part of the location registration. S3 Access Grants can then subsequently utilize that IAM role to access the KMS-encrypted objects in the buckets.","Yes. To utilize S3 Access Grants for objects encrypted with KMS, bucket owners include the necessary KMS permissions in the IAM role that they grant to S3 Access Grants as part of the location registration. S3 Access Grants can then subsequently utilize that IAM role to access the KMS-encrypted objects in the buckets.",https://aws.amazon.com/s3/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Request presales guidance,Informational,High,7,3,FAQ,,"security, governance, compliance",,,High,5,Yes,Public Documentation,"The question asks for a documented fact, service capability, availability, or definition that can be answered using official public documentation.",0,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0794,AWS,aws.amazon.com,https://aws.amazon.com/disaster-recovery/faqs/,https://aws.amazon.com/disaster-recovery/faqs/,Why is AWS Elastic Disaster Recovery shortened to “AWS DRS”?,The shortened service name for AWS Elastic Disaster Recovery is AWS DRS. “DRS” describes that it is a Disaster Recovery Service. This name was selected since EDR has a different established meaning (EDR stands for Endpoint Detection and Response).,The shortened service name for AWS Elastic Disaster Recovery is AWS DRS. “DRS” describes that it is a Disaster Recovery Service. This name was selected since EDR has a different established meaning (EDR stands for Endpoint Detection and Response).,https://aws.amazon.com/disaster-recovery/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,Resilience / DR,AWS,Resilience / DR,Business continuity and resilience,Assess business rationale,Informational,High,10,2,FAQ,,disaster recovery,,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0444,AWS,aws.amazon.com,https://aws.amazon.com/directconnect/faqs/,https://aws.amazon.com/directconnect/faqs/,What types of virtual interfaces (VIFs) are supported by AWS Direct Connect SiteLink?,"AWS Direct Connect SiteLink is supported on private and transit VIFs. However, you cannot attach an AWS Direct Connect gateway (DXGW) to an AWS Transit Gateway when the AWS Direct Connect gateway was previously associated with a virtual private gateway, or is attached to a private virtual interface.","AWS Direct Connect SiteLink is supported on private and transit VIFs. However, you cannot attach an AWS Direct Connect gateway (DXGW) to an AWS Transit Gateway when the AWS Direct Connect gateway was previously associated with a virtual private gateway, or is attached to a private virtual interface.",https://aws.amazon.com/directconnect/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,Networking,AWS,Vendor Evaluation,Hybrid connectivity and network foundation,Request presales guidance,Informational,Medium,13,3,FAQ,,networking,,,High,3,Yes,Public Documentation,"The question asks for a documented fact, service capability, availability, or definition that can be answered using official public documentation.",0,Public Documentation | Governance Framework | Risk Register | SME
EPK-0331,AWS,aws.amazon.com,https://aws.amazon.com/s3/faqs/,https://aws.amazon.com/s3/faqs/,What are S3 object tags?,"S3 object tags are key-value pairs applied to S3 objects that can be created, updated, or deleted at any time during the lifetime of the object. With these, you have the ability to create AWS Identity and Access Management (IAM) policies, set up Amazon S3 Lifecycle policies, and customize storage metrics. These object-level tags can then manage transitions between storage classes and expire objects in the background. You can add tags to new objects when you upload them or add them to existing objects. Up to ten tags can be added to each S3 object, and you can use either the AWS Management Console, REST API, AWS CLI, or AWS SDKs to add object tags. Learn more by visiting the S3 object tags user guide .","S3 object tags are key-value pairs applied to S3 objects that can be created, updated, or deleted at any time during the lifetime of the object. With these, you have the ability to create AWS Identity and Access Management (IAM) policies, set up Amazon S3 Lifecycle policies, and customize storage metrics.",https://aws.amazon.com/s3/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Understand capability / terminology,Informational,High,5,3,FAQ,,"security, governance, identity, ai, compliance, data",,,High,5,Yes,Public Documentation,"The question asks for a documented fact, service capability, availability, or definition that can be answered using official public documentation.",0,Public Documentation | Governance Framework | Risk Register | SME
EPK-0894,IBM,cloud.ibm.com,https://cloud.ibm.com/docs/secure-enterprise?topic=secure-enterprise-project-faqs#access-to-project,https://cloud.ibm.com/docs/secure-enterprise?topic=secure-enterprise-project-faqs,Who has access to my project?,"Any user that is a member of your account that is assigned access to the IBM Cloud Projects service, Schematics, and the resource group for your project can access your project.","Any user that is a member of your account that is assigned access to the IBM Cloud Projects service, Schematics, and the resource group for your project can access your project.",https://cloud.ibm.com/docs/secure-enterprise?topic=secure-enterprise-project-faqs,Security Guide,Cloud Architecture,IBM Cloud,Governance & Operating Model,Cloud foundation and workload architecture,Request presales guidance,Informational,Low,6,1,FAQ,,"architecture, governance",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation
EPK-0523,AWS,aws.amazon.com,https://aws.amazon.com/kms/faqs/,https://aws.amazon.com/kms/faqs/,Can I be alerted that I need to re-import the key?,"Yes. Once you import your key to an AWS KMS key, you will receive a CloudWatch Metric every few minutes that counts down the time to expiration of the imported key. You will also receive a CloudWatch Event once the imported key under your AWS KMS key expires. You can build logic that acts on these metrics or events and automatically re-imports the key with a new expiration period to avoid an availability risk.","Yes. Once you import your key to an AWS KMS key, you will receive a CloudWatch Metric every few minutes that counts down the time to expiration of the imported key. You will also receive a CloudWatch Event once the imported key under your AWS KMS key expires.",https://aws.amazon.com/kms/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Resilience / DR,"Risk, compliance and identity control",Request presales guidance,Informational,High,11,3,FAQ,,"security, governance, ai",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Governance Framework | Risk Register | SME
EPK-0553,AWS,aws.amazon.com,https://aws.amazon.com/rds/faqs/,https://aws.amazon.com/rds/faqs/,How will serverless applications benefit from Amazon RDS Proxy?,"Amazon RDS Proxy transforms your approach to building modern serverless applications that leverage the power and simplicity of relational databases. First, RDS Proxy enables serverless applications to scale efficiently by pooling and reusing database connections. Second, with RDS Proxy, you no longer need to handle database credentials in your Lambda code. You can use the IAM execution role associated with your Lambda function to authenticate with RDS Proxy and your database. Third, you don’t need to manage any new infrastructure or code to utilize the full potential of serverless applications backed by relational databases. RDS Proxy is fully managed and scales its capacity automatically based on your application demands.","Amazon RDS Proxy transforms your approach to building modern serverless applications that leverage the power and simplicity of relational databases. First, RDS Proxy enables serverless applications to scale efficiently by pooling and reusing database connections. Second, with RDS Proxy, you no longer need to handle database credentials in your Lambda code.",https://aws.amazon.com/rds/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Request presales guidance,Informational,High,9,3,FAQ,,"security, governance, compliance, data, serverless",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0273,AWS,aws.amazon.com,https://aws.amazon.com/sagemaker/faqs/,https://aws.amazon.com/sagemaker/faqs/,Can I use individual AWS services without using SageMaker?,"Yes. You can continue to independently use individual AWS services such as SageMaker AI (formerly SageMaker), Amazon EMR for big data processing, AWS Glue, and Amazon Redshift for data warehousing based on your specific business requirements. There is no impact to how you currently use your individual services today. SageMaker offers an additional benefit by providing a unified, user-friendly interface that enables access to these services. This approach helps you more effectively innovate with your data, increase collaboration across teams, and enhance overall productivity.","Yes. You can continue to independently use individual AWS services such as SageMaker AI (formerly SageMaker), Amazon EMR for big data processing, AWS Glue, and Amazon Redshift for data warehousing based on your specific business requirements. There is no impact to how you currently use your individual services today.",https://aws.amazon.com/sagemaker/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,GenAI / AI,AWS,Data Platform,AI-enabled business capability,Request presales guidance,Informational,High,9,5,FAQ,,"ai, data",,,High,4,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0630,AWS,aws.amazon.com,https://aws.amazon.com/ecs/faqs/,https://aws.amazon.com/ecs/faqs/,How is Amazon ECS different from AWS Lambda?,"Amazon ECS is a highly scalable container orchestration service that allows you to run and manage distributed applications that run in containers. AWS Lambda is an event-driven task compute service that runs your code in response to “events” such as changes in data, website clicks, or messages from other AWS services without you having to manage any compute infrastructure. Many applications use both of these constructs in production, and customers often use both to take advantage of their respective benefits.",Amazon ECS is a highly scalable container orchestration service that allows you to run and manage distributed applications that run in containers.,https://aws.amazon.com/ecs/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,DevOps / Platform Engineering,AWS,Data Platform,Digital platform delivery,Request presales guidance,Informational,Medium,8,3,FAQ,,"ai, data, devops, containers",,,High,4,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0334,AWS,aws.amazon.com,https://aws.amazon.com/s3/faqs/,https://aws.amazon.com/s3/faqs/,How is my data encrypted in an S3 file system?,"Data is always encrypted in transit and at rest. Data is encrypted in transit between your compute resources and your file system using TLS 1.3. By default, S3 encrypts any data residing in your file system with S3-managed keys (SSE-S3), or optionally, when creating your file system, you can specify a KMS key to use (SSE-KMS).",Data is always encrypted in transit and at rest. Data is encrypted in transit between your compute resources and your file system using TLS 1.3.,https://aws.amazon.com/s3/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Data Platform,"Risk, compliance and identity control",Request presales guidance,Informational,High,10,2,FAQ,,"security, governance, ai, data",,,High,4,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0566,AWS,aws.amazon.com,https://aws.amazon.com/cloudwatch/faqs/,https://aws.amazon.com/cloudwatch/faqs/,What is data protection in Amazon CloudWatch Logs?,Data protection is a feature in CloudWatch Logs that allows you to define your own rules and policies to automatically detect and mask sensitive data within logs that are collected from your systems and applications. This is done using machine learning (ML) and pattern matching. Data can be viewed unmasked with elevated Identity and Access Management (IAM) privileges.,Data protection is a feature in CloudWatch Logs that allows you to define your own rules and policies to automatically detect and mask sensitive data within logs that are collected from your systems and applications. This is done using machine learning (ML) and pattern matching.,https://aws.amazon.com/cloudwatch/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,GenAI / AI,AWS,Security & Compliance,AI-enabled business capability,Understand capability / terminology,Informational,High,8,2,FAQ,,"security, identity, ai, compliance, data",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0243,AWS,aws.amazon.com,https://aws.amazon.com/kms/faqs/,https://aws.amazon.com/kms/faqs/,How do I migrate my existing AWS KMS keys to use FIPS 140-3 Security Level 3 validated HSMs?,"You do not need to do anything. All AWS KMS keys, regardless of their creation date or origin are automatically protected using HSMs that have been validated under FIPS 140-3 Security Level 3.","You do not need to do anything. All AWS KMS keys, regardless of their creation date or origin are automatically protected using HSMs that have been validated under FIPS 140-3 Security Level 3.",https://aws.amazon.com/kms/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Migration Guide,Security / Governance,AWS,Migration Assessment,"Risk, compliance and identity control",Determine implementation approach,Migration,High,18,2,FAQ,,"migration, security, governance",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0213,AWS,aws.amazon.com,https://aws.amazon.com/efs/faq/,https://aws.amazon.com/efs/faq/,What AWS-native options do I have to transfer data into my file system?,"DataSync is an online data transfer service that makes it faster and simpler to move data between on-premises storage and Amazon EFS. DataSync uses a purpose-built protocol to accelerate and secure transfer over the internet or Direct Connect, at speeds up to 10 times faster than open-source tools. Using DataSync, you can perform one-time data migrations, transfer on-premises data for timely in-cloud analysis, and automate replication to AWS for data protection and recovery. AWS Transfer Family is a fully managed file transfer service that provides support for Secure File Transfer Protocol (SFTP), File Transfer Protocol over SSL (FTPS), and File Transfer Protocol (FTP). The AWS Transfer Family provides you with a fully managed, highly available file transfer service with auto scaling capabilities, eliminating the need for you to manage file transfer–related infrastructure. Your end users’ workflows remain unchanged, while data uploaded and downloaded over the chosen protocols is stored in your Amazon EFS file system.","DataSync is an online data transfer service that makes it faster and simpler to move data between on-premises storage and Amazon EFS. DataSync uses a purpose-built protocol to accelerate and secure transfer over the internet or Direct Connect, at speeds up to 10 times faster than open-source tools.",https://aws.amazon.com/efs/faq/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Migration Guide,Networking,AWS,Migration Assessment,Hybrid connectivity and network foundation,Request presales guidance,Migration,High,13,4,FAQ,,"migration, networking, ai, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Governance Framework | Risk Register | SME
EPK-0211,AWS,aws.amazon.com,https://aws.amazon.com/datasync/faqs/,https://aws.amazon.com/datasync/faqs/,When do I use AWS DataSync and when do I use AWS Transfer Family?,"If you currently use SFTP to exchange data with third parties, AWS Transfer Family provides a fully managed SFTP, FTPS, FTP, and AS2 transfer directly into and out of Amazon S3, while reducing your operational burden. If you want an accelerated and automated data transfer between NFS servers, SMB file shares, Hadoop clusters, self-managed or cloud object storage, Amazon S3, Amazon EFS, and Amazon FSx, you can use AWS DataSync. DataSync is ideal for customers who need online migrations for active data sets, timely transfers for continuously generated data, or replication for business continuity.","If you currently use SFTP to exchange data with third parties, AWS Transfer Family provides a fully managed SFTP, FTPS, FTP, and AS2 transfer directly into and out of Amazon S3, while reducing your operational burden.",https://aws.amazon.com/datasync/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Migration Guide,Migration / Modernization,AWS,Migration Assessment,Cloud migration and modernization,Determine timing / applicability,Migration,High,14,4,FAQ,,"migration, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Governance Framework | Risk Register | SME
EPK-0594,AWS,aws.amazon.com,https://aws.amazon.com/managed-services/faqs/,https://aws.amazon.com/managed-services/faqs/,How do AWS Partners and AWS Managed Services work together?,AWS Managed Services focuses on infrastructure management and creating scale through automation. We work closely with AWS certified partners in the majority of our customer engagements where they fill several areas of the customers end-to-end cloud solution not provided by AWS Managed Services such as migration consulting and application management. Customers looking for a single vendor to provide both application and infrastructure management are encouraged to contact one of our AWS Managed Service Providers.,AWS Managed Services focuses on infrastructure management and creating scale through automation. We work closely with AWS certified partners in the majority of our customer engagements where they fill several areas of the customers end-to-end cloud solution not provided by AWS Managed Services such as migration consulting and application management.,https://aws.amazon.com/managed-services/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Migration Guide,Migration / Modernization,AWS,Migration Assessment,Cloud migration and modernization,Request presales guidance,Migration,High,10,1,FAQ,,migration,,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0114,AWS,aws.amazon.com,https://aws.amazon.com/lake-formation/faqs/,https://aws.amazon.com/lake-formation/faqs/,What is AWS Lake Formation?,"AWS Lake Formation makes it easier to centrally govern, secure, and globally share data for analytics and machine learning (ML). With Lake Formation, you can centralize data security and governance using the AWS Glue Data Catalog, letting you manage metadata and data permissions in one place with familiar database-style features. It also delivers fine-grained data access control, so you can help ensure users have access to the right data, down to the row and column level. You can then scale permissions across your users. Lake Formation also makes it easier to share data internally across your organization, across Regions, and externally using AWS Data Exchange, letting you create a data mesh or meet other data sharing needs with no data movement. And, because Lake Formation tracks data interactions by role and user, it provides comprehensive data access auditing to help ensure the right data was accessed by the right users at the right time.","AWS Lake Formation makes it easier to centrally govern, secure, and globally share data for analytics and machine learning (ML). With Lake Formation, you can centralize data security and governance using the AWS Glue Data Catalog, letting you manage metadata and data permissions in one place with familiar database-style features.",https://aws.amazon.com/lake-formation/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,GenAI / AI,AWS,Security & Compliance,AI-enabled business capability,Understand capability / terminology,Migration,High,5,3,FAQ,,"security, governance, analytics, ai, compliance, data",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation
EPK-0199,AWS,aws.amazon.com,https://aws.amazon.com/dms/faqs/,https://aws.amazon.com/dms/faqs/,Will AWS Database Migration Service help me convert my Oracle PL/SQL and SQL Server T-SQL code to Amazon RDS for MySQL and Amazon RDS for PostgreSQL stored procedures?,"Yes, part of the AWS Database Migration Service is AWS DMS Schema Conversion (DMS SC) which automates the conversion of Oracle PL/SQL and SQL Server T-SQL code to equivalent code in the Amazon RDS for MySQL dialect of SQL or the equivalent PL/pgSQL code in PostgreSQL. When a code fragment cannot be automatically converted to the target language, DMS SC will clearly document the locations that require manual input from the application developer. A downloadable version, called AWS Schema Conversion Tool (AWS SCT) , is also available.","Yes, part of the AWS Database Migration Service is AWS DMS Schema Conversion (DMS SC) which automates the conversion of Oracle PL/SQL and SQL Server T-SQL code to equivalent code in the Amazon RDS for MySQL dialect of SQL or the equivalent PL/pgSQL code in PostgreSQL.",https://aws.amazon.com/dms/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Migration Guide,Migration / Modernization,AWS,Migration Assessment,Cloud migration and modernization,Request presales guidance,Migration,High,28,3,FAQ,,"migration, ai, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0854,IBM,cloud.ibm.com,https://cloud.ibm.com/docs/infrastructure-hub?topic=infrastructure-hub-faqs-vmware#vmware-is-migration-intrusive,https://cloud.ibm.com/docs/infrastructure-hub?topic=infrastructure-hub-faqs-vmware,Is the migration intrusive?,"Usually the migration is nonintrusive. It can be done while the server is up and running. However, the source server does need some unused space to do the image capture of the server. In addition, RMM does require SSH (port 22) to be open on both the server and target to run the migration. The CPU consumption for image capture and copying to the target must be minimal.","Usually the migration is nonintrusive. It can be done while the server is up and running. However, the source server does need some unused space to do the image capture of the server. In addition, RMM does require SSH (port 22) to be open on both the server and target to run the migration.",https://cloud.ibm.com/docs/infrastructure-hub?topic=infrastructure-hub-migrating-images-vmware-vpc-classic | https://cloud.ibm.com/docs/infrastructure-hub?topic=infrastructure-hub-migrating-images-vmware-vpc,Migration Guide,Migration / Modernization,IBM Cloud,Migration Assessment,Cloud migration and modernization,Request presales guidance,Migration,High,4,0,FAQ,,migration,,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation
EPK-0612,AWS,aws.amazon.com,https://aws.amazon.com/bedrock/faqs/,https://aws.amazon.com/bedrock/faqs/,How does Amazon Bedrock integrate with other AWS services within Amazon SageMaker Unified Studio to create generative AI applications?,"Amazon Bedrock's capabilities are now generally available within Amazon SageMaker Unified Studio, offering a governed collaborative environment that empowers developers to rapidly create and customize generative AI applications. This intuitive interface caters to developers of all skill levels, providing seamless access to Amazon Bedrock's high-performance foundation models (FMs) and advanced customization tools for collaborative development of tailored generative AI applications. Within Amazon SageMaker Unified Studio, Amazon Bedrock seamlessly integrates with Amazon SageMaker's analytics, machine learning (ML), and generative AI capabilities. Organizations can move from concept to production faster by prototyping and experimenting with foundation models in Amazon Bedrock, then easily transitioning to JupyterLab notebooks or code editors to integrate these resources into broader applications and workflows. This consolidated workspace streamlines complexity, enabling faster prototyping, iteration, and deployment of production-ready, responsible generative AI applications that align with specific business requirements.","Amazon Bedrock's capabilities are now generally available within Amazon SageMaker Unified Studio, offering a governed collaborative environment that empowers developers to rapidly create and customize generative AI applications.",https://aws.amazon.com/bedrock/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,GenAI / AI,AWS,Governance & Operating Model,AI-enabled business capability,Determine implementation approach,Migration,High,19,4,FAQ,,"governance, analytics, ai",,,High,5,Yes,Public Documentation,"The question asks for a documented fact, service capability, availability, or definition that can be answered using official public documentation.",0,Public Documentation | Governance Framework | Risk Register | SME
EPK-0878,IBM,cloud.ibm.com,https://cloud.ibm.com/docs/account?topic=account-faqs-migrating-resources#dc-fully-migrated,https://cloud.ibm.com/docs/account?topic=account-faqs-migrating-resources,Do I need to be fully migrated on the date my data center is consolidated?,"Yes. To help ensure that you have no interruption in service, we try to allow as much lead time as possible to make the transition easier.","Yes. To help ensure that you have no interruption in service, we try to allow as much lead time as possible to make the transition easier.",https://cloud.ibm.com/docs/faqs | https://cloud.ibm.com/docs/support?topic=support-dc-closure | https://cloud.ibm.com/docs/overview?topic=overview-locations | https://www.ibm.com/solutions/cloud-data-centers | https://cloud.ibm.com/resources,Migration Guide,Migration / Modernization,IBM Cloud,Migration Assessment,Cloud migration and modernization,Request presales guidance,Migration,High,15,0,FAQ,,"migration, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0193,AWS,aws.amazon.com,https://aws.amazon.com/dms/faqs/,https://aws.amazon.com/dms/faqs/,How do I get started with AWS Database Migration Service?,"Getting started with AWS Database Migration Service is quick and simple. Most data replication tasks can be set up in less than 10 minutes. Visit the AWS Database Migration Service section of the AWS Management Console and enter the Start Migration wizard. Specify your source and target endpoints, select an existing replication instance or create a new one, and accept the default schema mapping rules or define your own transformations. Data replication will start immediately after you complete the wizard.",Getting started with AWS Database Migration Service is quick and simple. Most data replication tasks can be set up in less than 10 minutes. Visit the AWS Database Migration Service section of the AWS Management Console and enter the Start Migration wizard.,https://aws.amazon.com/dms/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Migration Guide,Migration / Modernization,AWS,Migration Assessment,Cloud migration and modernization,Determine implementation approach,Migration,High,10,1,FAQ,,"migration, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
