Question_ID,Vendor,Source Website,Question URL,Source URL,Question,Official Answer,Official Answer Summary,Official Documentation URL(s),Knowledge Asset Category,Technology Domain,Cloud Platform,Presales Category,Business Capability,Question Intent,Question Type,Question Complexity,Question Length,Number of Technologies Mentioned,Document Type,Publication Date,Tags,Accepted Answer Available?,Accepted Answer URL,Answer Confidence,Estimated RFP Relevance (1-5),Public Knowledge Only?,Enterprise Knowledge Required,Notes,Repository_Label,Knowledge_Gap_Category
EPK-0574,AWS,aws.amazon.com,https://aws.amazon.com/well-architected-tool/?c=mg&sec=srv,https://aws.amazon.com/well-architected-tool/?c=mg&amp;sec=srv,Why the AWS WA Tool?,"Available in the AWS Management Console, the AWS Well-Architected Tool provides a trusted framework for you to evaluate your cloud architecture and implement designs that will scale over time.","Available in the AWS Management Console, the AWS Well-Architected Tool provides a trusted framework for you to evaluate your cloud architecture and implement designs that will scale over time.",https://aws.amazon.com/well-architected-tool/?c=mg&sec=srv | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Well Architected,Cloud Architecture,AWS,Solution Architecture,Cloud foundation and workload architecture,Assess business rationale,Best Practice,Medium,5,2,Well Architected,,"architecture, well-architected, ai",,,Medium,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0575,AWS,aws.amazon.com,https://aws.amazon.com/guardduty/faqs/,https://aws.amazon.com/guardduty/faqs/,"Do I have to enable CloudTrail, VPC Flow Logs, DNS query logs, or Amazon EKS audit logs for GuardDuty to work?","No, GuardDuty pulls independent data streams directly from CloudTrail, VPC Flow Logs, DNS query logs, and Amazon EKS. You don’t have to manage Amazon S3 bucket policies or modify the way you collect and store logs. GuardDuty permissions are managed as service-linked roles. You can disable GuardDuty at any time, which will remove all GuardDuty permissions. This makes it easier for you to enable the service, as it avoids complex configuration. The service-linked roles also remove the chance that an AWS Identity and Access Management (IAM) permission misconfiguration or Amazon S3 bucket policy change will affect service operation. Lastly, the service-linked roles make GuardDuty extremely efficient at consuming high volumes of data in near real time with minimal to no impact on the performance and availability of your account or workloads.","No, GuardDuty pulls independent data streams directly from CloudTrail, VPC Flow Logs, DNS query logs, and Amazon EKS. You don’t have to manage Amazon S3 bucket policies or modify the way you collect and store logs. GuardDuty permissions are managed as service-linked roles.",https://aws.amazon.com/guardduty/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Solution Architecture,"Risk, compliance and identity control",Request presales guidance,Architecture,High,21,7,FAQ,,"architecture, security, governance, identity, ai, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0576,AWS,aws.amazon.com,https://aws.amazon.com/ecs/faqs/,https://aws.amazon.com/ecs/faqs/,How does Amazon ECS support ingress traffic?,"Amazon ECS is integrated with Elastic Load Balancing , allowing you to distribute traffic across your containers using Application Load Balancers or Network Load Balancers. You specify the task definition and the load balancer to use, and Amazon ECS automatically adds and removes containers from the load balancer. Specify a dynamic port in the task definition, which gives your container an unused port when it is scheduled on an Amazon EC2 instance. In addition, use path-based routing to share a load balancer with multiple services.","Amazon ECS is integrated with Elastic Load Balancing , allowing you to distribute traffic across your containers using Application Load Balancers or Network Load Balancers. You specify the task definition and the load balancer to use, and Amazon ECS automatically adds and removes containers from the load balancer.",https://aws.amazon.com/ecs/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,Networking,AWS,Solution Architecture,Hybrid connectivity and network foundation,Determine implementation approach,Architecture,Medium,7,2,FAQ,,"architecture, networking, ai, containers",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0577,AWS,aws.amazon.com,https://aws.amazon.com/ecs/faqs/,https://aws.amazon.com/ecs/faqs/,How does Amazon ECS support service-to-service communication?,"Service Connect: Amazon ECS Service Connect simplifies service discovery, connectivity, and traffic observability for Amazon ECS. It helps you build applications faster by letting you focus on the application code and not on your networking infrastructure. You can use Amazon ECS Service Connect to define logical names for your service endpoints and use them in your client applications to connect to dependencies. Amazon ECS Service Connect helps send your traffic to healthy endpoints and provides rich traffic telemetry in the Amazon ECS console and in Amazon CloudWatch. Native Amazon ECS deployments are more robust with Amazon ECS Service Connect, as it supports automatic connection draining that helps your client applications switch to a new version of the service endpoint without encountering traffic errors. With Amazon ECS Service Connect, you can: Set the way client applications connect to their dependencies in just one step Write and operate resilient distributed applications with logical naming Monitor and distribute traffic between Amazon ECS tasks without deploying and configuring load balancers Deploy services faster and deliver seamless integration of Amazon ECS microservices comprising an application Service Discovery: Amazon ECS is integrated with AWS Cloud Map to make it easy for your containerized services to discover and connect with each other. AWS Cloud Map is a cloud resource discovery service that lets you define custom names for your application resources. It increases your application availability because your web service will always discover the most up-to-date locations of these dynamically changing resources.","Service Connect: Amazon ECS Service Connect simplifies service discovery, connectivity, and traffic observability for Amazon ECS. It helps you build applications faster by letting you focus on the application code and not on your networking infrastructure.",https://aws.amazon.com/ecs/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,Networking,AWS,Solution Architecture,Hybrid connectivity and network foundation,Determine implementation approach,Architecture,Medium,7,3,FAQ,,"architecture, networking, ai",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0578,AWS,aws.amazon.com,https://aws.amazon.com/ecs/faqs/,https://aws.amazon.com/ecs/faqs/,How does Amazon ECS Express Mode work?,"When you deploy an application using Express Mode, ECS automatically creates and configures all necessary resources to launch an application to receive ingress traffic - including the ECS service, task definition, networking, load balancer, and auto-scaling. It provides a default domain and manages deployments while creating all resources in your AWS account for full visibility. By default, Express Mode creates services using AWS Fargate and includes an Application Load Balancer (ALB) for handling incoming traffic. Express Mode services using the same subnet networking configuration can share an ALB, up to 25 services per load balancer. The ALB distributes traffic to your services through header based listener rules, and Express Mode will provision or de-provision ALBs as necessary.","When you deploy an application using Express Mode, ECS automatically creates and configures all necessary resources to launch an application to receive ingress traffic - including the ECS service, task definition, networking, load balancer, and auto-scaling. It provides a default domain and manages deployments while creating all resources in your AWS account for full visibility.",https://aws.amazon.com/ecs/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,Networking,AWS,Solution Architecture,Hybrid connectivity and network foundation,Determine implementation approach,Architecture,Medium,7,2,FAQ,,"architecture, networking, ai",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0579,AWS,aws.amazon.com,https://aws.amazon.com/athena/faqs/,https://aws.amazon.com/athena/faqs/,"What is the difference between Athena, Amazon EMR, and Amazon Redshift?","Query services like Athena, data warehouses like Amazon Redshift, and sophisticated data processing frameworks like Amazon EMR all address different needs and use cases. You just need to choose the right tool for the job. Amazon Redshift provides the fastest query performance for enterprise reporting and business intelligence workloads, particularly those involving complex SQL with multiple joins and subqueries. Amazon EMR simplifies the process and makes it and cost effective to run highly distributed processing frameworks, such as Apache Hadoop, Spark, and Presto when compared to on-premises deployments. Amazon EMR is flexible—you can run custom applications and code and define specific compute, memory, storage, and application parameters to enhance your analytic requirements. Athena provides a simplified way to run interactive queries for data in S3 without the need to set up or manage any servers.","Query services like Athena, data warehouses like Amazon Redshift, and sophisticated data processing frameworks like Amazon EMR all address different needs and use cases. You just need to choose the right tool for the job.",https://aws.amazon.com/athena/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,Analytics / Data Platform,AWS,Solution Architecture,Enterprise data and analytics,Understand capability / terminology,Commercial / Pricing,High,11,4,FAQ,,"architecture, cost, analytics, ai, data",,,High,5,Partially,Public Documentation | Commercial Model | Pricing Template | SME,"Public documentation explains pricing constructs, but an RFP answer needs sizing, discounts, contractual assumptions and client-specific consumption estimates.",2,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0580,AWS,aws.amazon.com,https://aws.amazon.com/s3/faqs/,https://aws.amazon.com/s3/faqs/,How much does it cost to use S3 Lifecycle management?,There is no additional cost to set up and apply Lifecycle policies. A transition request is charged per object when an object becomes eligible for transition according to the Lifecycle rule. Refer to the Amazon S3 pricing page for pricing information.,There is no additional cost to set up and apply Lifecycle policies. A transition request is charged per object when an object becomes eligible for transition according to the Lifecycle rule. Refer to the Amazon S3 pricing page for pricing information.,https://aws.amazon.com/s3/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Pricing Guidance,Cost Optimization,AWS,Cost Optimization,Financial governance / FinOps,Estimate commercial impact,Commercial / Pricing,Low,10,1,FAQ,,cost,,,High,4,Partially,Public Documentation | Commercial Model | Pricing Template | SME,"Public documentation explains pricing constructs, but an RFP answer needs sizing, discounts, contractual assumptions and client-specific consumption estimates.",2,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0581,AWS,aws.amazon.com,https://aws.amazon.com/cloudtrail/faqs/,https://aws.amazon.com/cloudtrail/faqs/,I created an event data store with one-year extendable retention pricing. Will I be able to migrate the same event data store to the seven-year retention pricing option?,"No. We currently do not support migration of an event data store from one-year extendable retention pricing to seven-year retention pricing. However, you will be able to turn-off logging for the current event data store, while creating a new event data store with seven-year retention pricing for newly ingested data. You will still be able to retain and analyze the data in both event data stores with the respective pricing option and configured retention period.","No. We currently do not support migration of an event data store from one-year extendable retention pricing to seven-year retention pricing. However, you will be able to turn-off logging for the current event data store, while creating a new event data store with seven-year retention pricing for newly ingested data.",https://aws.amazon.com/cloudtrail/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Migration Guide,Migration / Modernization,AWS,Migration Assessment,Cloud migration and modernization,Estimate commercial impact,Commercial / Pricing,High,28,0,FAQ,,"migration, ai, data",,,High,5,Partially,Public Documentation | Commercial Model | Pricing Template | SME,"Public documentation explains pricing constructs, but an RFP answer needs sizing, discounts, contractual assumptions and client-specific consumption estimates.",2,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0582,AWS,aws.amazon.com,https://aws.amazon.com/application-migration-service/faqs/,https://aws.amazon.com/application-migration-service/faqs/,What operating systems and applications are supported by AWS Transform MGN?,"AWS Transform MGN allows you to migrate physical, virtual, and cloud source servers to AWS for a variety of supported operating systems (OS). AWS Transform MGN supports commonly used applications such as SAP, Oracle, and Microsoft SQL Server.","AWS Transform MGN allows you to migrate physical, virtual, and cloud source servers to AWS for a variety of supported operating systems (OS). AWS Transform MGN supports commonly used applications such as SAP, Oracle, and Microsoft SQL Server.",https://aws.amazon.com/application-migration-service/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Migration Guide,Migration / Modernization,AWS,Migration Assessment,Cloud migration and modernization,Request presales guidance,Migration,High,11,1,FAQ,,migration,,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0583,AWS,aws.amazon.com,https://aws.amazon.com/application-migration-service/faqs/,https://aws.amazon.com/application-migration-service/faqs/,Which AWS migration service should I choose?,AWS Transform and AWS Transform MGN are the recommended services for migrations to AWS. You can learn about use cases that may require using a different migration service on the When to Choose AWS Transform MGN page.,AWS Transform and AWS Transform MGN are the recommended services for migrations to AWS. You can learn about use cases that may require using a different migration service on the When to Choose AWS Transform MGN page.,https://aws.amazon.com/application-migration-service/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Migration Guide,Migration / Modernization,AWS,Migration Assessment,Cloud migration and modernization,Evaluate options / fit,Best Practice,High,7,1,FAQ,,migration,,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0584,AWS,aws.amazon.com,https://aws.amazon.com/application-migration-service/faqs/,https://aws.amazon.com/application-migration-service/faqs/,How am I charged for AWS Transform MGN?,"For each source server that you want to migrate, you can use AWS Transform MGN for a free period of 2,160 hours, which is 90 days when used continuously. The free period starts as soon as you install the AWS Replication Agent on your source server and continues during active source server replication. If you do not complete your migration of a specific server within the free period, you will be charged per hour while you continue replicating that server. Most customers complete migrations of servers within the allotted free period. Note that while your source servers are actively replicating, including during the free period, you will incur charges for any AWS infrastructure that is provisioned by AWS Transform MGN to facilitate data replication. You will also incur charges for resources that are provisioned when you launch test or cutover instances, such as compute (Amazon EC2) and storage (Amazon EBS) resources, according to your AWS pricing plan . Please refer to the AWS Transform MGN pricing page for more details.","For each source server that you want to migrate, you can use AWS Transform MGN for a free period of 2,160 hours, which is 90 days when used continuously. The free period starts as soon as you install the AWS Replication Agent on your source server and continues during active source server replication.",https://aws.amazon.com/application-migration-service/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Migration Guide,Migration / Modernization,AWS,Migration Assessment,Cloud migration and modernization,Estimate commercial impact,Commercial / Pricing,High,8,2,FAQ,,"migration, ai, data",,,High,5,Partially,Public Documentation | Commercial Model | Pricing Template | SME,"Public documentation explains pricing constructs, but an RFP answer needs sizing, discounts, contractual assumptions and client-specific consumption estimates.",2,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0585,AWS,aws.amazon.com,https://aws.amazon.com/cloudfront/faqs/,https://aws.amazon.com/cloudfront/faqs/,What is CloudFront Functions?,"CloudFront Functions is a serverless edge compute feature allowing you to run JavaScript code at CloudFront edge locations for lightweight HTTP(s) transformations and manipulations. Functions is purpose-built to give customers the flexibility of a full programming environment with the performance and security that modern web applications require. At a fraction of the price of AWS Lambda@Edge , customers can scale instantly and affordably to support millions of requests per second.",CloudFront Functions is a serverless edge compute feature allowing you to run JavaScript code at CloudFront edge locations for lightweight HTTP(s) transformations and manipulations. Functions is purpose-built to give customers the flexibility of a full programming environment with the performance and security that modern web applications require.,https://aws.amazon.com/cloudfront/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Understand capability / terminology,Governance / Security,High,4,3,FAQ,,"security, governance, compliance, serverless",,,High,5,Yes,Public Documentation,"The question asks for a documented fact, service capability, availability, or definition that can be answered using official public documentation.",0,Public Documentation
EPK-0586,AWS,aws.amazon.com,https://aws.amazon.com/ecs/faqs/,https://aws.amazon.com/ecs/faqs/,Does Amazon ECS support retrieving container images from a private or internal source?,Yes. Customers can configure their container instances to access a private container image registry within a VPC or a registry that’s accessible outside a VPC such as Amazon ECR .,Yes. Customers can configure their container instances to access a private container image registry within a VPC or a registry that’s accessible outside a VPC such as Amazon ECR .,https://aws.amazon.com/ecs/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,Networking,AWS,Solution Architecture,Hybrid connectivity and network foundation,Request presales guidance,Architecture,Medium,13,2,FAQ,,"architecture, networking, ai",,,High,5,Yes,Public Documentation,"The question asks for a documented fact, service capability, availability, or definition that can be answered using official public documentation.",0,Public Documentation
EPK-0587,AWS,aws.amazon.com,https://aws.amazon.com/lambda/faqs/,https://aws.amazon.com/lambda/faqs/,Q: What is Lambda@Edge?,"Lambda@Edge allows you to run code across AWS locations globally without provisioning or managing servers, responding to end-users at the lowest network latency. You just upload your Node.js or Python code to AWS Lambda and configure your function to be triggered in response to Amazon CloudFront requests (i.e., when a viewer request lands, when a request is forwarded to or received back from the origin, and right before responding back to the end-user). The code is then ready to execute across AWS locations globally when a request for content is received, and scales with the volume of CloudFront requests globally. Learn more in our documentation .","Lambda@Edge allows you to run code across AWS locations globally without provisioning or managing servers, responding to end-users at the lowest network latency.",https://aws.amazon.com/lambda/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,Networking,AWS,Solution Architecture,Hybrid connectivity and network foundation,Request presales guidance,Architecture,Medium,4,3,FAQ,,"architecture, networking",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0588,AWS,aws.amazon.com,https://aws.amazon.com/lambda/faqs/,https://aws.amazon.com/lambda/faqs/,Q: How are Lambda MicroVMs isolated?,"Each MicroVM runs on an isolated kernel, memory space, and disk state powered by Firecracker virtualization. AWS manages the underlying infrastructure, from network routing to isolation boundary enforcement.","Each MicroVM runs on an isolated kernel, memory space, and disk state powered by Firecracker virtualization. AWS manages the underlying infrastructure, from network routing to isolation boundary enforcement.",https://aws.amazon.com/lambda/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,Networking,AWS,Solution Architecture,Hybrid connectivity and network foundation,Request presales guidance,Architecture,Medium,6,2,FAQ,,"architecture, networking",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0589,AWS,aws.amazon.com,https://aws.amazon.com/redshift/faqs/,https://aws.amazon.com/redshift/faqs/,How does Amazon Redshift simplify data warehouse and analytics management?,"Amazon Redshift is fully managed by AWS so you no longer need to worry about data warehouse management tasks such as hardware provisioning, software patching, setup, configuration, monitoring nodes and drives to recover from failures, or backups. AWS manages the work needed to set up, operate, and scale a data warehouse on your behalf, freeing you to focus on building your applications. Amazon Redshift Serverless automatically provisions and scales the data warehouse capacity to deliver high performance for demanding and unpredictable workloads, and you pay only for the resources you use. Amazon Redshift also has automatic tuning capabilities, and surfaces recommendations for managing your warehouse in Redshift Advisor. With Redshift Spectrum, Amazon Redshift manages all the computing infrastructure, load balancing, planning, scheduling, and execution of your queries on data stored in Amazon S3. Amazon Redshift enables analytics on all your data with deep integration into database services with features like Amazon Aurora Zero-ETL to Amazon Redshift and federated querying to access data in place from operational databases like Amazon RDS and your Amazon S3 data lake. Redshift enables streamlined data ingestion with no-code, automated data pipelines that ingest streaming data or Amazon S3 files automatically. Redshift is also integrated with AWS Data Exchange enabling users to find, subscribe to, and query third party datasets and combine with their data for comprehensive insights. With native integration into Amazon SageMaker, customers can stay right within their data warehouse and create, train, and build machine learning models in SQL. Amazon Redshift delivers on all your SQL analytics needs with up to 5x better price performance than other cloud data warehouses.","Amazon Redshift is fully managed by AWS so you no longer need to worry about data warehouse management tasks such as hardware provisioning, software patching, setup, configuration, monitoring nodes and drives to recover from failures, or backups.",https://aws.amazon.com/redshift/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Operations Guide,GenAI / AI,AWS,Solution Architecture,AI-enabled business capability,Determine implementation approach,Best Practice,High,10,5,FAQ,,"architecture, backup, analytics, ai, monitoring, data, serverless",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0590,AWS,aws.amazon.com,https://aws.amazon.com/redshift/faqs/,https://aws.amazon.com/redshift/faqs/,How does Amazon Redshift backup my data? How do I restore my cluster from a backup?,"Amazon Redshift RA3 clusters and Amazon Redshift Serverless use Redshift Managed Storage, which always has the latest copy of the data available. DS2 and DC2 clusters mirror the data on the cluster to ensure the latest copy is available in the event of a failure. Backups are automatically created on all Redshift cluster types and retained for 24 hours, and on serverless recovery points are provided for the past 24 hours. You can also create your own backups that can be retained indefinitely. These backups can be created at any time, and the Amazon Redshift automated backups or Amazon Redshift Serverless recovery points can be converted into a user backup for longer retention. Amazon Redshift can also asynchronously replicate your snapshots or recovery points to Amazon S3 in another Region for disaster recovery. On a DS2 or DC2 cluster, free backup storage is limited to the total size of storage on the nodes in the data warehouse cluster and only applies to active data warehouse clusters. For example, if you have total data warehouse storage of 8 TB, we will provide at most 8 TB of backup storage at no additional charge. If you would like to extend your backup retention period beyond one day, you can do so using the AWS Management Console or the Amazon Redshift APIs . For more information on automated snapshots, please refer to the Amazon Redshift Management Guide . Amazon Redshift only backs up data that has changed, so most snapshots use only a small amount of your free backup storage. When you need to restore a backup, you have access to all the automated backups within your backup retention window. Once you choose a backup from which to restore, we will provision a new data warehouse cluster and restore your data to it.","Amazon Redshift RA3 clusters and Amazon Redshift Serverless use Redshift Managed Storage, which always has the latest copy of the data available. DS2 and DC2 clusters mirror the data on the cluster to ensure the latest copy is available in the event of a failure.",https://aws.amazon.com/redshift/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Operations Guide,Analytics / Data Platform,AWS,Resilience / DR,Enterprise data and analytics,Determine implementation approach,Implementation,High,16,4,FAQ,,"disaster recovery, backup, analytics, ai, data, serverless",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0591,AWS,aws.amazon.com,https://aws.amazon.com/redshift/faqs/,https://aws.amazon.com/redshift/faqs/,How do I manage the retention of my automated backups and snapshots?,"You can use the AWS Management Console or ModifyCluster API to manage the period of time your automated backups are retained by modifying the RetentionPeriod parameter. If you wish to turn off automated backups altogether, you can set up the retention period to 0 (not recommended).","You can use the AWS Management Console or ModifyCluster API to manage the period of time your automated backups are retained by modifying the RetentionPeriod parameter. If you wish to turn off automated backups altogether, you can set up the retention period to 0 (not recommended).",https://aws.amazon.com/redshift/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Operations Guide,Resilience / DR,AWS,Resilience / DR,Business continuity and resilience,Determine implementation approach,Best Practice,High,12,1,FAQ,,"backup, ai",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0592,AWS,aws.amazon.com,https://aws.amazon.com/redshift/faqs/,https://aws.amazon.com/redshift/faqs/,What happens to my backups if I delete my data warehouse cluster?,"When you delete a data warehouse cluster, you have the ability to specify whether a final snapshot is created upon deletion. This enables a restore of the deleted data warehouse cluster at a later date. All previously created manual snapshots of your data warehouse cluster will be retained and billed at standard Amazon S3 rates , unless you choose to delete them.","When you delete a data warehouse cluster, you have the ability to specify whether a final snapshot is created upon deletion. This enables a restore of the deleted data warehouse cluster at a later date.",https://aws.amazon.com/redshift/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Operations Guide,Analytics / Data Platform,AWS,Resilience / DR,Enterprise data and analytics,Request presales guidance,Informational,High,12,1,FAQ,,"backup, analytics, ai, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
